device_age_days,utility_sms_count,battery_deaths_weekly,saved_contacts_ratio,financial_apps_count,average_monthly_balance,lifetime_emi_bounces,loan_default_status
481,29,4,0.0596,1,56476.76,1,0
460,24,1,0.0449,4,1904.79,1,0
778,19,3,0.3342,3,2623.52,0,0
395,18,1,0.4166,2,11599.55,0,0
305,28,0,0.4957,5,1034.48,2,0
855,29,2,0.3303,3,14940.98,0,0
252,21,1,0.3624,3,3094.32,1,0
25,17,1,0.6659,3,4702.44,2,0
525,0,1,0.3028,4,22352.92,0,0
362,26,2,0.3612,1,1790.64,0,0
294,26,2,0.5472,3,739.86,0,0
535,17,1,0.4556,0,636.41,1,0
209,26,3,0.1647,3,11358.29,0,0
27,23,2,0.4182,1,22167.1,0,0
542,20,2,0.3257,3,2228.12,1,0
171,31,0,0.0706,2,28926.16,1,1
126,19,0,0.3039,2,7446.25,0,1
29,25,0,0.326,1,8426.9,1,1
511,28,0,0.2105,2,24336.62,0,0
13,0,2,0.236,4,944.13,1,1
687,0,0,0.2372,3,17373.53,0,0
226,23,1,0.1283,2,873.3,1,0
528,25,0,0.2063,5,1129.54,4,1
404,19,1,0.1302,2,1365.42,1,0
960,0,1,0.3506,3,15889.3,1,0
396,15,1,0.1797,2,17035.61,0,1
670,25,1,0.2593,4,22004.42,1,0
187,24,2,0.0757,0,7243.57,1,1
63,28,1,0.2514,1,4815.45,2,1
585,22,2,0.3449,2,13748.47,3,0
61,28,0,0.1583,4,6295.64,0,1
507,29,3,0.4037,6,9602.37,0,0
113,26,1,0.1393,0,6841.98,0,0
367,18,5,0.4467,2,6980.46,0,0
972,0,1,0.8313,3,85598.91,0,0
480,20,1,0.25,2,22084.46,0,1
253,0,0,0.4948,2,13261.68,0,0
410,22,1,0.2261,6,4713.85,2,1
193,27,0,0.2952,0,8034.92,0,0
1220,25,1,0.2901,1,24244.13,1,0
159,0,2,0.2495,3,9297.72,0,0
275,0,2,0.4535,3,4615.94,1,0
450,0,1,0.4264,4,1011.37,1,0
389,21,0,0.4954,1,4803.5,1,0
421,0,1,0.2621,4,16989.47,0,0
196,0,1,0.1624,1,1647.51,1,1
244,29,1,0.392,2,43345.18,1,0
567,0,2,0.3813,2,10047.87,1,0
548,31,0,0.1633,1,40201.17,0,0
396,21,1,0.2679,3,6790.34,0,0
726,22,0,0.2881,2,532.1,1,0
582,20,2,0.2245,3,4625.92,1,0
536,0,1,0.4437,4,3339.52,1,0
60,19,1,0.5197,1,2641.14,1,0
392,26,1,0.5609,3,13102.35,1,0
343,22,1,0.2107,1,2474.13,0,1
789,22,2,0.1348,5,1302.26,1,0
263,21,0,0.0371,3,3424.16,0,0
322,21,2,0.0605,5,19800.09,1,0
111,26,0,0.1306,1,5289.42,2,0
133,0,3,0.2089,1,2446.28,1,1
790,23,1,0.4536,5,4436.15,0,0
420,23,1,0.1356,5,26705.83,1,1
974,22,2,0.3323,6,12871.57,1,0
259,0,1,0.5745,4,13616.29,0,0
77,34,1,0.2928,6,12642.27,1,1
230,29,0,0.179,1,987.22,1,1
199,25,1,0.1676,4,6177.93,1,0
492,39,1,0.13,3,23920.7,3,0
478,27,2,0.4311,6,516.84,1,0
435,25,0,0.1774,4,691.49,0,0
1173,26,1,0.5027,2,1952.21,2,0
698,0,1,0.2337,6,2898.9,1,0
142,30,2,0.3499,4,7447.9,0,0
595,30,0,0.1294,0,1497.39,0,0
306,29,4,0.4423,2,12967.99,0,0
253,21,1,0.4885,8,103308.66,0,0
757,0,2,0.1182,4,3577.15,3,0
134,28,1,0.4353,4,1307.35,1,1
569,17,1,0.2506,0,4240.84,1,0
508,17,1,0.4091,4,13619.5,0,0
131,34,2,0.0463,2,8517.61,0,0
57,20,1,0.2293,5,17203.91,2,0
281,0,2,0.2036,5,5085.53,0,0
643,14,3,0.1596,4,10526.97,1,0
391,0,2,0.153,3,154481.65,0,0
773,16,0,0.0706,1,4399.13,2,0
372,25,1,0.6339,2,7019.51,0,0
808,26,5,0.2805,4,12212.02,1,0
182,27,3,0.4756,0,142533.95,1,0
434,0,0,0.3634,2,19879.13,1,1
217,28,0,0.362,2,8070.27,0,0
274,21,5,0.4154,0,4092.9,2,0
321,19,1,0.4077,1,35817.46,1,0
390,28,0,0.4417,0,6416.88,0,0
161,21,2,0.4418,3,44346.87,0,0
420,23,2,0.2396,5,5193.07,4,0
309,22,1,0.2692,3,3477.45,3,1
81,16,1,0.2995,5,1238.94,0,0
48,26,1,0.1506,3,13171.15,1,0
644,40,2,0.1031,3,808.81,2,0
263,19,3,0.0378,0,31993.05,0,0
72,0,0,0.1931,0,1267.22,1,1
896,22,2,0.2765,4,798.77,0,0
450,31,2,0.2718,4,6730.51,0,0
383,21,2,0.3059,4,22373.1,0,0
148,16,0,0.2594,2,6169.64,0,0
80,19,0,0.2148,2,17790.67,0,0
343,0,1,0.2998,7,10436.81,2,0
294,0,0,0.194,5,16156.71,0,0
113,25,0,0.1063,4,47161.73,1,1
109,30,2,0.3805,8,3053.23,0,0
104,24,4,0.1609,3,8570.29,1,0
100,22,1,0.2481,3,683.96,0,1
177,21,2,0.5766,2,36772.64,0,0
383,0,0,0.2247,1,4734.02,0,0
431,0,3,0.3152,6,7614.43,0,0
290,29,1,0.1119,2,4829.03,0,0
331,0,3,0.5216,2,3154.13,1,0
446,25,1,0.2614,4,17616.9,1,0
34,27,0,0.2892,2,14081.98,0,0
351,0,2,0.127,3,3668.16,0,0
719,0,1,0.1055,3,57065.55,1,0
258,0,0,0.0871,3,19881.26,0,0
627,30,1,0.1762,1,49289.1,0,0
262,20,5,0.4642,6,758.97,2,1
467,24,2,0.5925,2,3355.11,1,0
377,22,1,0.577,5,22909.39,2,0
102,28,3,0.2618,3,1644.54,1,0
127,22,0,0.0986,2,4351.98,0,1
808,0,1,0.2045,0,2082.44,1,0
540,26,2,0.096,2,11575.3,1,0
276,22,1,0.2841,4,4767.67,1,0
248,29,0,0.2672,2,2136.84,0,0
149,24,1,0.1299,6,57701.62,1,0
401,0,1,0.1373,1,15755.99,2,0
161,23,1,0.285,6,15375.92,1,0
222,0,1,0.2256,2,9172.7,1,1
176,28,1,0.3575,2,20215.07,1,0
517,25,2,0.4768,4,14108.12,1,1
267,20,0,0.1854,6,818.48,2,1
333,0,4,0.0472,6,75993.49,1,0
104,23,2,0.5138,1,62360.07,0,0
175,23,2,0.5913,2,4416.55,0,1
339,24,1,0.4271,2,1039.29,0,0
61,33,1,0.136,5,2078.15,0,1
251,34,1,0.1177,1,2161.65,2,0
297,20,1,0.2665,2,11009.11,0,0
91,33,0,0.2054,2,4718.18,2,1
608,32,1,0.4717,5,3715.44,1,0
387,0,0,0.3361,3,16411.73,1,0
265,39,4,0.2046,3,6792.18,0,0
164,17,1,0.4918,5,24548.88,0,0
58,0,2,0.116,5,7331.64,1,0
576,25,0,0.5077,3,59823.58,1,0
206,0,2,0.1839,1,115856.27,1,0
77,22,1,0.5058,4,10481.18,1,0
160,0,2,0.1284,2,5391.09,3,1
417,27,2,0.2213,4,7298.95,1,1
358,19,0,0.3013,2,28160.03,0,0
114,0,4,0.8911,1,22497.94,1,0
647,26,1,0.2602,5,802.42,0,0
76,21,0,0.6423,0,15390.82,1,0
739,24,5,0.4125,3,4955.01,0,0
347,0,1,0.0831,3,11009.34,2,0
219,18,4,0.6826,5,7876.36,1,1
245,25,1,0.1521,0,4890.54,2,0
318,12,1,0.0719,7,1067.75,2,0
441,18,2,0.447,4,1175.01,1,1
47,21,1,0.2692,3,5645.61,0,0
155,24,3,0.1741,4,6702.53,0,0
310,0,1,0.1994,2,7305.88,2,1
664,30,0,0.1797,2,10825.22,0,0
647,25,0,0.3365,2,2949.54,2,0
842,25,1,0.1007,6,1476.18,0,0
626,0,1,0.1081,7,25841.19,0,0
145,28,0,0.2581,4,15469.4,1,0
296,23,1,0.4175,6,3405.35,2,1
629,33,0,0.0206,3,22501.91,1,0
587,18,0,0.2597,3,2368.63,0,1
255,29,1,0.3055,2,10384.24,0,0
432,21,2,0.1816,2,10538.97,2,1
205,0,0,0.2132,3,3703.73,1,0
69,29,1,0.3075,2,14383.49,2,1
273,37,0,0.2593,6,1672.77,2,0
260,21,0,0.3314,6,7695.67,0,0
197,0,2,0.1984,4,7727.24,3,0
442,0,0,0.2026,2,2112.92,2,0
248,26,1,0.2597,2,17069.76,1,0
399,0,2,0.3874,4,30745.89,1,0
510,0,1,0.1473,0,7414.57,0,0
1266,0,2,0.2237,1,8808.56,2,0
276,19,1,0.3271,3,5703.86,1,0
670,22,1,0.0689,5,7133.66,2,0
355,31,1,0.2976,2,4313.31,2,0
370,24,1,0.2201,3,8036.78,1,0
279,32,3,0.6523,3,5829.59,0,0
332,21,0,0.1767,2,56434.92,0,0
250,0,4,0.0477,6,6027.64,2,0
593,24,3,0.1131,4,2507.37,0,0
160,0,1,0.0563,6,984.4,0,0
68,23,0,0.1677,1,26178.74,1,0
191,0,1,0.2692,4,44125.56,0,0
174,0,0,0.3325,0,1914.54,1,1
191,26,4,0.1212,3,16257.08,1,0
268,0,3,0.5487,0,14709.55,2,1
192,0,3,0.2392,4,7931.35,0,0
265,0,2,0.0158,2,2039.76,0,0
192,22,0,0.1823,5,14299.33,0,0
405,0,0,0.075,0,37901.09,1,1
1259,0,1,0.2632,1,42144.74,0,0
349,0,1,0.4681,3,14555.17,2,0
199,27,0,0.1777,6,22213.26,0,1
19,0,3,0.1431,3,885.52,1,0
995,0,0,0.5546,2,16203.91,1,0
364,29,0,0.3117,4,16487.93,1,0
263,28,0,0.1879,3,5311.04,0,1
21,0,0,0.365,1,8758.51,0,0
274,0,1,0.2344,1,4180.91,0,0
330,0,2,0.2614,6,1223.4,1,0
193,38,2,0.5311,2,16501.84,0,0
84,0,2,0.2823,1,76295.74,0,0
78,27,2,0.5577,1,2776.13,1,0
1005,21,4,0.2506,3,8671.35,1,0
323,17,1,0.579,4,1611.15,2,0
193,0,0,0.0593,2,10430.96,0,1
308,23,1,0.2393,5,3695.27,0,0
292,21,3,0.0789,2,6710.67,0,1
74,30,1,0.0865,2,26156.36,2,1
566,0,1,0.4254,6,11333.94,3,0
258,24,2,0.2643,5,6919.85,1,0
326,23,1,0.1349,1,2614.39,1,0
790,32,2,0.3802,1,18405.04,1,0
86,23,0,0.0752,3,2104.55,0,1
153,29,1,0.556,5,39491.55,0,0
378,21,1,0.1585,5,9187.21,0,0
558,29,2,0.4603,2,2335.74,0,0
177,20,2,0.0899,7,1312.77,1,0
186,20,1,0.3074,2,5440.08,0,0
471,0,3,0.4296,2,5255.26,2,1
1195,0,2,0.1377,2,13981.25,2,0
316,29,1,0.352,2,2360.84,0,0
153,19,0,0.1193,5,20814.67,4,0
115,0,2,0.3438,5,387.5,2,0
267,23,0,0.0605,1,8938.63,0,1
541,32,1,0.3443,4,3398.18,1,0
1541,27,2,0.4045,3,9051.86,2,0
233,0,1,0.1825,3,34383.23,0,0
317,23,1,0.2548,2,23979.78,0,0
896,25,0,0.1993,3,12093.49,1,0
374,0,0,0.2286,1,39901.73,0,0
351,20,1,0.1254,0,41904.54,1,0
784,30,2,0.4205,1,51166.92,0,0
322,25,1,0.3415,3,3905.45,2,0
124,24,1,0.5381,7,19814.92,1,0
679,0,1,0.1437,4,20329.16,1,0
61,0,4,0.3932,1,8184.04,0,0
603,0,1,0.2543,1,27990.87,0,0
298,0,0,0.3515,5,8460.33,1,0
235,26,2,0.7083,1,1356.27,1,0
230,0,3,0.4584,3,37175.57,2,0
266,35,1,0.0773,1,3887.75,0,0
208,0,0,0.0233,2,986.15,0,0
415,0,2,0.3026,5,372388.2,1,0
214,0,0,0.2024,4,2212.03,1,0
299,25,0,0.0905,4,17443.04,1,0
35,18,1,0.5076,2,2273.11,0,0
298,24,2,0.3011,7,4874.45,2,0
204,0,2,0.1873,6,3501.07,1,0
573,27,3,0.1692,3,2451.94,4,0
243,27,1,0.121,7,22940.84,0,0
516,20,2,0.2765,3,123691.04,1,0
476,0,1,0.2602,5,8159.8,1,0
485,0,1,0.4542,3,962.05,1,0
250,0,2,0.3281,4,2311.63,0,0
313,30,1,0.4701,3,2973.17,0,0
407,27,1,0.2699,3,9147.68,1,0
320,36,1,0.2855,1,4917.03,1,0
243,32,2,0.2077,5,102614.13,0,0
135,20,0,0.1334,3,7211.58,0,0
302,22,3,0.0777,1,21339.42,0,0
69,0,1,0.3233,3,6600.02,0,0
31,28,1,0.3605,1,7714.82,0,1
107,0,0,0.4653,2,5265.6,0,1
481,0,0,0.2618,3,8050.62,1,0
357,0,0,0.3713,2,4466.54,1,0
484,15,0,0.4125,4,8472.05,1,0
166,20,1,0.1895,3,4158.15,2,0
613,29,3,0.444,3,123263.31,0,0
78,0,1,0.1524,5,12986.33,1,0
111,24,2,0.1365,2,16240.1,0,1
606,0,2,0.3509,1,6612.64,1,0
338,25,0,0.3634,3,1379.59,1,0
486,21,4,0.1945,3,1604.58,0,1
358,22,0,0.0795,4,6574.46,0,0
187,26,3,0.0637,3,6318.91,0,0
99,25,1,0.36,2,12949.67,0,0
44,24,1,0.1478,1,10123.61,1,1
947,0,0,0.2158,3,4607.34,1,0
58,24,0,0.6899,4,194985.82,1,0
766,0,2,0.0668,0,12297.39,1,0
324,21,1,0.1539,3,4770.09,0,1
366,26,5,0.3326,3,5161.19,2,1
348,33,1,0.3029,6,19254.98,0,0
444,30,3,0.2305,2,6189.52,0,0
152,0,1,0.0599,4,25427.81,1,0
26,39,1,0.2578,3,7306.46,2,1
184,0,0,0.4961,1,5101.87,2,0
418,25,1,0.2945,6,1443.27,0,0
113,28,0,0.0847,1,28194.05,1,1
624,26,1,0.1817,2,2200.16,1,0
270,0,1,0.5414,3,19938.49,1,0
103,0,0,0.6279,4,3956.34,3,0
335,28,1,0.3471,4,22753.53,1,1
412,0,1,0.2658,4,37791.46,2,0
434,0,1,0.4211,2,3281.66,1,0
606,26,0,0.183,3,2955.53,1,0
71,28,3,0.372,2,116086.59,2,1
607,0,1,0.1686,5,14053.11,0,0
646,29,3,0.1373,3,19284.18,1,0
99,23,0,0.0642,4,1598.53,0,0
120,23,2,0.4712,2,2388.29,1,0
504,0,2,0.2274,4,10446.95,0,0
215,0,1,0.3279,4,5138.29,1,0
712,0,0,0.493,4,2426.93,0,0
848,25,0,0.1186,1,11326.57,2,0
102,24,1,0.1162,2,1043.24,0,0
149,0,3,0.5741,2,11662.9,1,0
322,0,0,0.2624,5,2750.0,1,0
25,26,2,0.3164,6,18964.6,1,0
45,24,0,0.3152,3,9148.93,0,0
134,21,3,0.0614,3,15268.37,2,0
1046,0,1,0.3982,3,40450.14,1,0
360,0,1,0.4048,3,3636.66,0,0
172,22,0,0.185,1,2503.42,2,0
119,0,1,0.266,5,34262.3,0,0
98,0,1,0.3633,1,61773.69,1,0
183,20,2,0.2735,7,37710.57,1,1
174,13,1,0.4283,4,494.19,2,1
248,0,1,0.2824,3,16687.49,0,0
427,25,1,0.1939,1,2641.41,0,0
279,23,0,0.2072,2,23742.7,0,1
525,0,0,0.3171,0,5982.82,2,0
234,30,1,0.2894,4,5413.64,0,0
892,0,0,0.2232,1,5058.37,0,0
516,30,1,0.4455,1,3944.75,0,0
353,32,0,0.0326,5,1745.95,0,0
428,24,2,0.2116,1,5120.1,2,0
187,0,0,0.2257,3,9485.55,2,0
245,21,2,0.2862,3,48744.89,1,0
237,23,2,0.1484,2,14982.37,0,0
154,0,2,0.1584,2,5723.81,0,0
81,31,3,0.1882,7,5237.88,1,0
445,32,1,0.2028,3,225.13,2,1
584,24,1,0.3122,4,5063.09,1,0
400,23,0,0.1795,0,9520.6,2,1
279,19,1,0.2842,2,3889.19,1,0
1164,19,1,0.1836,3,4306.64,1,0
170,30,2,0.6317,2,412.24,0,0
362,24,1,0.1762,1,1527.54,0,1
643,28,2,0.2064,1,2164.24,0,1
108,24,0,0.1527,5,3402.44,1,1
470,25,1,0.0528,2,210.92,3,0
931,23,1,0.051,4,6452.15,0,0
297,16,0,0.1097,1,7272.89,0,1
338,0,1,0.3615,4,13268.11,1,0
171,27,3,0.0535,5,4837.28,0,1
424,0,4,0.0805,1,21800.25,2,0
151,0,0,0.3307,4,68961.81,1,0
284,27,1,0.2098,7,1496.39,1,0
71,30,1,0.402,4,1812.69,1,0
10,26,3,0.384,3,12113.53,0,1
202,0,0,0.4096,3,16371.25,0,0
199,0,0,0.1248,5,1876.98,1,0
216,0,1,0.1123,5,61341.34,0,0
505,26,1,0.0693,2,2614.76,0,1
596,0,3,0.3042,2,6037.27,0,0
373,34,2,0.1948,2,18051.3,1,0
481,0,2,0.1209,3,45346.31,0,0
155,22,1,0.1394,5,2453.52,2,0
123,25,2,0.2735,1,19715.86,2,0
431,28,1,0.5602,3,7102.74,2,1
107,23,1,0.2521,3,1392.34,1,1
95,0,0,0.3886,2,3884.89,3,1
1574,35,1,0.2215,3,1909.33,0,0
312,19,0,0.5123,4,18372.81,3,1
199,0,0,0.6104,2,1467.21,2,0
180,20,0,0.3169,2,13669.18,0,1
73,27,2,0.2043,3,7946.75,0,0
367,34,2,0.3121,1,12055.63,3,0
233,29,0,0.4868,2,8045.66,2,1
584,24,0,0.1505,5,2809.1,0,0
440,23,2,0.2033,3,12726.95,0,0
227,0,0,0.3596,2,9393.8,0,0
35,0,0,0.3498,2,4333.36,0,0
313,0,1,0.46,5,174068.82,0,0
292,29,2,0.4565,2,1946.89,3,1
26,24,0,0.4608,3,14769.25,0,1
404,0,1,0.7577,3,16401.38,0,0
103,25,2,0.2807,1,5698.77,0,1
605,0,0,0.0413,3,10849.61,1,0
278,29,3,0.0433,0,13764.57,1,1
176,0,2,0.6695,5,7376.92,2,0
347,20,0,0.2637,7,4123.82,2,0
331,30,5,0.232,2,7323.17,0,0
322,25,1,0.5827,0,3896.29,0,0
551,0,0,0.2813,3,41810.89,1,0
363,21,0,0.1765,6,23053.61,0,0
162,35,0,0.5071,4,8834.51,3,0
239,0,0,0.5391,4,3302.25,0,0
757,34,6,0.4046,4,5511.53,0,0
150,0,0,0.3544,3,3972.36,1,0
400,0,2,0.3135,1,7165.13,2,0
565,27,1,0.2479,3,1173.5,3,1
428,0,0,0.3239,1,4127.53,4,0
314,26,2,0.4235,3,2159.15,1,1
352,29,1,0.2935,4,3467.74,0,0
448,0,2,0.2539,4,72303.19,1,0
148,0,5,0.0147,9,5464.98,0,0
293,31,2,0.2036,2,10161.67,1,0
1160,20,0,0.4947,8,6153.73,0,0
409,22,0,0.0623,3,17130.77,0,0
323,16,0,0.282,5,5048.24,1,0
220,26,1,0.1323,2,4168.52,0,0
150,22,1,0.2356,2,3543.2,1,1
361,0,0,0.1846,3,3313.07,1,0
380,24,2,0.2592,3,49105.12,0,1
278,18,1,0.3076,5,12791.54,0,0
1469,31,1,0.1884,2,3861.35,2,0
161,0,1,0.2532,1,22159.3,0,1
129,26,0,0.3367,2,32134.9,0,0
223,0,2,0.0653,2,3438.79,1,0
285,26,2,0.4843,4,5694.98,0,1
143,0,1,0.2919,1,8181.27,2,0
355,0,2,0.4002,4,3215.52,0,0
384,20,0,0.3215,2,4472.89,2,1
486,27,0,0.3857,1,4477.98,2,0
194,41,1,0.0437,5,6789.87,1,0
715,0,1,0.4105,2,318591.36,0,0
463,27,1,0.1677,1,2742.12,0,0
159,0,1,0.38,4,1386.1,0,0
142,34,2,0.0896,2,26219.16,0,0
235,18,2,0.1537,3,10096.51,0,0
384,25,3,0.4371,3,5604.65,0,0
426,0,0,0.1513,1,22900.95,2,0
463,0,3,0.4343,4,1865.9,0,0
1112,24,1,0.3431,0,11821.61,1,0
50,0,1,0.0855,0,6465.31,3,0
272,0,2,0.4574,1,8445.6,0,0
1051,28,1,0.33,1,8605.03,0,0
502,25,2,0.1316,1,141575.9,0,0
122,21,1,0.3423,6,4428.6,0,0
342,37,0,0.3548,2,2946.62,0,0
260,23,1,0.0281,2,15415.15,1,1
252,30,4,0.149,3,27612.99,1,0
191,25,1,0.2453,2,1600.67,1,0
321,19,1,0.1328,0,12943.15,0,0
627,0,2,0.2132,3,1997.25,2,0
205,23,2,0.2732,5,1595.01,2,0
465,27,3,0.3672,3,6208.49,2,0
523,23,0,0.2183,3,3654.99,2,0
711,0,0,0.1516,2,1724.61,1,0
140,0,2,0.4077,3,2917.83,0,0
302,24,0,0.2791,2,4343.19,2,1
173,27,1,0.243,5,17063.92,1,0
322,23,1,0.3619,6,2494.8,3,0
320,27,2,0.0677,4,8837.31,0,1
110,24,1,0.5623,1,886.59,1,0
336,0,2,0.0908,1,6226.35,2,0
1148,0,2,0.6302,4,19552.32,1,0
427,0,2,0.1092,4,4564.87,1,0
89,19,1,0.3946,5,15390.59,2,0
132,28,1,0.4534,2,811.45,2,0
291,22,2,0.3342,5,2123.02,1,0
135,20,1,0.3443,2,15903.23,2,0
685,25,1,0.1995,4,17287.92,0,0
78,25,1,0.2536,1,76283.49,1,0
429,23,1,0.4087,2,18883.11,0,0
62,19,1,0.1623,3,32553.97,0,0
287,22,2,0.5728,2,2564.02,1,0
117,0,0,0.3935,4,8054.11,2,0
485,31,0,0.3274,2,1547.16,0,0
610,0,0,0.0881,0,29824.82,1,0
383,0,1,0.1089,4,5719.97,1,0
629,22,0,0.0837,2,14501.92,0,0
17,23,0,0.3768,1,514.15,1,1
333,0,2,0.3239,6,394.56,0,0
425,0,1,0.1615,3,67161.83,0,0
464,30,1,0.2559,3,512907.72,1,0
407,0,1,0.3544,2,12379.5,0,0
471,0,3,0.3181,1,51960.04,1,0
330,24,1,0.1101,0,3350.74,1,0
90,31,2,0.5532,3,1223.92,1,0
190,22,0,0.0105,1,58774.18,1,1
688,31,1,0.3041,4,6896.56,1,0
636,19,2,0.4238,2,6279.7,1,0
419,0,1,0.171,2,59699.9,2,0
493,17,2,0.2665,4,5352.36,0,0
586,23,2,0.1178,1,1970.84,0,0
416,24,0,0.1696,4,1534.07,0,0
675,0,0,0.5487,1,8066.25,1,0
660,0,0,0.3935,3,23079.3,1,0
1382,0,2,0.2338,5,5735.94,1,0
196,0,1,0.1134,4,7074.38,2,0
199,0,0,0.2121,2,3185.76,0,1
394,21,2,0.2883,4,4356.35,0,0
1011,0,4,0.1886,4,53393.95,1,0
711,19,2,0.2374,6,6866.49,0,0
535,21,0,0.0088,7,3196.34,0,0
743,29,2,0.2515,1,58209.31,0,0
430,33,2,0.2351,3,5775.51,1,0
237,30,0,0.4595,5,6547.75,0,0
1176,0,2,0.1812,5,5932.87,3,0
408,28,1,0.3737,0,1144.64,0,0
650,0,0,0.413,4,4853.25,1,0
17,0,0,0.3768,4,10280.11,0,0
23,0,0,0.2909,4,4801.41,2,0
341,27,1,0.2962,1,26034.57,1,0
135,0,0,0.3955,3,2405.0,1,0
364,30,1,0.2176,8,11223.74,1,0
199,26,2,0.2947,6,4283.47,3,1
1512,22,3,0.1737,2,24513.6,1,0
615,0,0,0.4753,3,49984.58,1,0
791,22,2,0.3935,2,34513.02,0,0
31,25,1,0.1119,3,8695.66,0,0
530,29,1,0.2997,1,7640.99,3,0
260,29,1,0.3601,4,7043.63,0,0
801,24,6,0.5107,3,2188.77,0,0
478,28,1,0.4486,2,23438.64,1,0
291,24,0,0.3162,5,621.4,1,0
100,28,1,0.0921,4,4937.38,0,0
336,0,1,0.2806,2,55201.53,1,0
677,0,0,0.2828,10,1120.11,0,0
832,0,0,0.2458,3,14123.29,0,0
225,0,0,0.4648,4,19752.58,2,0
1356,0,0,0.4079,4,3999.37,1,0
642,24,1,0.4029,2,2260.52,0,0
138,30,2,0.5002,3,1052.34,1,0
110,31,1,0.3142,3,4500.22,2,1
274,23,0,0.2979,1,3080.13,1,0
224,35,2,0.3579,1,1395.14,1,0
433,0,1,0.0511,4,25978.38,2,0
310,20,0,0.2601,5,2790.73,2,0
240,0,0,0.1717,1,13617.13,1,0
66,25,1,0.3831,2,2786.92,1,0
488,29,1,0.4823,1,14981.57,1,0
59,21,0,0.2898,7,10116.16,0,0
643,0,0,0.0405,6,27363.81,0,0
36,22,3,0.7565,2,1160.55,0,0
55,0,0,0.2824,1,3152.35,3,1
137,0,0,0.4131,2,23857.54,0,1
208,0,3,0.5073,2,3620.03,0,1
173,0,2,0.6915,2,4936.76,0,0
207,24,1,0.3012,3,15200.81,2,1
370,27,2,0.6265,4,5515.87,0,1
140,0,3,0.2652,6,9008.45,0,0
372,22,0,0.0396,4,6826.97,1,0
17,29,3,0.3968,3,5263.47,2,0
135,25,2,0.7036,3,1512.03,3,1
52,28,0,0.0319,0,4506.9,0,0
638,25,0,0.1389,2,15111.26,0,0
158,29,1,0.6141,0,5382.63,1,0
467,26,1,0.5842,2,14255.45,1,0
42,21,2,0.1261,1,5330.87,0,0
823,29,0,0.4675,3,14119.66,0,0
324,22,2,0.3675,5,3766.36,2,1
296,0,1,0.2245,2,1947.87,0,0
67,24,3,0.3306,4,22353.83,2,1
120,21,0,0.2484,4,2110.78,1,0
247,0,0,0.2925,3,3436.72,2,0
124,27,2,0.1681,3,7985.38,1,0
595,26,2,0.3004,2,907.2,0,1
316,0,0,0.4761,3,3965.75,0,0
126,0,2,0.1012,5,3581.3,1,0
533,24,0,0.1652,2,5696.65,0,0
220,26,0,0.0733,3,5919.91,0,0
516,24,1,0.2401,5,4465.87,0,1
192,0,1,0.128,7,6399.91,1,0
444,16,2,0.0573,2,45477.05,2,0
214,27,2,0.1289,2,131735.39,0,0
596,0,2,0.4436,2,14416.03,1,0
43,31,1,0.5383,4,5337.74,1,0
92,0,1,0.5317,7,2666.91,2,0
265,34,1,0.4845,4,3249.69,0,0
164,31,1,0.267,1,5927.35,0,0
208,0,1,0.213,5,30640.15,0,0
481,24,0,0.5206,2,2292.08,1,0
205,24,0,0.3869,4,12089.8,1,0
382,14,2,0.1369,3,4197.83,0,0
134,28,3,0.6348,3,24885.02,0,1
32,0,3,0.1372,8,4997.52,2,0
514,0,1,0.5353,2,3154.47,1,0
951,25,3,0.4264,3,3415.48,1,1
353,0,3,0.4329,0,62926.89,2,0
277,0,0,0.1592,3,7386.03,0,0
325,35,5,0.212,5,28939.92,0,1
747,0,0,0.179,1,11854.01,0,0
356,26,0,0.3218,2,16152.54,1,1
532,26,3,0.2056,4,4972.04,0,0
515,27,2,0.0982,4,6805.61,0,0
631,0,2,0.1603,5,2184.75,1,0
272,20,2,0.2383,3,2326.23,0,1
189,26,2,0.154,6,5852.71,0,1
447,15,2,0.4805,3,5167.92,0,0
600,16,1,0.4997,1,6523.36,1,0
681,23,0,0.246,4,19583.46,0,0
810,34,0,0.2956,3,71822.63,1,0
563,0,2,0.4023,3,2361.06,1,0
180,22,1,0.546,7,12208.66,0,0
353,0,3,0.3098,5,3816.43,1,0
329,23,2,0.1974,2,1059.23,0,1
302,24,1,0.1793,3,131389.76,1,0
448,0,2,0.6025,1,7088.65,0,0
252,17,0,0.169,3,4899.7,1,0
253,24,2,0.1638,1,22513.1,0,1
989,0,0,0.5226,2,138525.86,0,0
284,26,2,0.2471,2,11159.28,1,1
628,18,1,0.3791,3,162671.95,0,0
653,23,0,0.3656,4,7600.57,2,0
360,28,2,0.0965,2,26360.75,1,1
261,23,1,0.2168,2,2945.8,1,0
139,20,1,0.1256,3,2989.47,0,0
58,0,1,0.1464,5,11302.59,0,0
471,0,2,0.1569,1,38319.82,0,0
405,33,2,0.0991,2,4309.72,1,1
522,28,3,0.5864,4,24082.68,0,0
200,26,0,0.28,1,12422.34,1,0
1057,30,0,0.4775,7,5689.2,0,0
431,18,3,0.2545,4,18945.08,0,1
275,27,0,0.5099,3,3080.5,0,0
29,22,0,0.0486,2,27455.48,0,1
220,21,1,0.061,4,6083.91,0,0
540,29,1,0.2692,3,19219.49,2,0
796,22,0,0.2753,1,10386.6,1,0
310,0,0,0.4238,3,9012.09,1,0
